,Context,Question,Answer,Answer start index
554,"Liver Cirrhosis  1. Clinical Manifestation/Symptoms:  Early stages of cirrhosis may present with few or no symptoms. As cirrhosis progresses, symptoms can include:  - Fatigue and weakness - Loss of appetite and weight loss - Nausea or abdominal pain - Jaundice (yellowing of the skin and eyes) - Itching - Swelling in the legs (edema) or abdomen (ascites) - Mental confusion, drowsiness, or slurred speech (hepatic encephalopathy) - Easy bruising or bleeding - Spiderlike blood vessels on the skin (spider angiomas)  2. Natural History:  Cirrhosis is the end result of chronic liver disease, characterized by replacement of liver tissue by fibrosis, scar tissue, and regenerative nodules. This leads to loss of liver function. Cirrhosis is generally irreversible once it occurs and can eventually lead to liver failure or liver cancer.  3. Epidemiology:  Cirrhosis is a leading cause of death worldwide. Prevalence varies across countries, largely due to differing levels of risk factors such as alcohol consumption and viral hepatitis. In the United States, cirrhosis is the 12th leading cause of death.  4. Etiology:  Common causes of cirrhosis include:  - Chronic alcohol abuse - Chronic viral hepatitis (Hepatitis B, C, and D) - Fat accumulating in the liver (nonalcoholic fatty liver disease) - Iron buildup in the body (hemochromatosis) - Cystic fibrosis - Genetic digestive disorder (Alagille syndrome) - Liver diseases characterized by your liver's cells being damaged or destroyed (primary biliary cirrhosis, primary sclerosing cholangitis, autoimmune hepatitis)  5. Pathophysiology:  Cirrhosis occurs in response to damage to your liver. Each time your liver is injured, it tries to repair itself. In the process, scar tissue forms. As the cirrhosis progresses, more and more scar tissue forms, making it difficult for the liver to function.  6. Differential Diagnosis:  Conditions that can mimic the presentation of cirrhosis include right heart failure, fulminant liver failure, and other causes of chronic liver disease. Hepatitis and non-alcoholic fatty liver disease may also present with similar symptoms.  7. Risk factor/predisposing factor   The most common causes are heavy alcohol use, chronic viral hepatitis (B and C), and fatty liver disease associated with obesity and diabetes. Other potential risk factors include certain genetic diseases, a buildup of iron or copper in the body, cystic fibrosis, autoimmune disease, and destruction of the bile ducts.  8. Previous Medical History:  A history of chronic liver disease, such as chronic viral hepatitis or alcoholic liver disease, can lead to cirrhosis. Other conditions like hemochromatosis, Wilson's disease, or autoimmune hepatitis can also progress to cirrhosis if left untreated."," A 65-year-old man with a known history of cystic fibrosis presents with complaints of easy bruising and fatigue. He also mentions noticing yellowing of his skin and eyes. On physical examination, you note the presence of spider angiomas and ascites. What is the most likely diagnosis of the patient?",Liver Cirrhosis,70
555,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear.", A 45-year-old man presents to the emergency department with a complaint of vomiting up blood. The patient says that he had been out drinking heavily the previous night and woke up with a severe hangover. He vomited multiple times throughout the day and then noticed that the vomit was becoming streaked with bright red blood. He also complained of moderate abdominal pain. What is the most likely diagnosis of the patient?,Mallory-Weiss Tear,59
556,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 52-year-old woman with a history of bulimia nervosa presents with sudden onset of abdominal pain and vomiting blood. She reports that she has been having bouts of binge eating and self-induced vomiting for the past 20 years. The vomitus contains what appears to be old blood, resembling coffee grounds. Her stools are dark and tarry in appearance. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
557,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 40-year-old woman with a history of chronic, severe cough due to cystic fibrosis presents with abdominal pain and vomiting up blood. The patient states that her cough has worsened over the past week, and she has had a few particularly severe coughing fits. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
558,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 60-year-old male with a history of alcoholism and hypertension comes to the emergency department reporting black, tarry stools and lightheadedness. He mentions he has had episodes of retching and vomiting after heavy drinking in the past week but denies vomiting blood. His blood pressure is found to be low, and his heart rate is elevated.  What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
559,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 35-year-old female presents to the emergency room with chest and abdominal pain. She reports having vomited violently after eating a large meal earlier in the day and then experiencing severe pain. She vomited again in the ER, which was noted to have a coffee-ground appearance. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
560,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear.", A 55-year-old man presents to the clinic complaining of dark-colored stools and mild abdominal discomfort. He reports a history of peptic ulcer disease and regularly takes aspirin for chronic joint pain. He also admits to frequently drinking alcohol. He recalls a recent episode of severe vomiting and retching following a night of heavy drinking. What is the most likely diagnosis of the patient?,Mallory-Weiss Tear,59
561,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 48-year-old woman with a history of severe gastroesophageal reflux disease (GERD) presents with acute onset of abdominal pain and hematemesis. She describes the vomited blood as being bright red and has also noted darker stools over the past day. She has been under considerable stress at work recently, which has led to increased episodes of acid reflux and vomiting. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
562,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 38-year-old pregnant woman presents to the emergency department with severe abdominal pain following a prolonged episode of retching and vomiting. She reports having suffered from hyperemesis gravidarum throughout her pregnancy. Upon examination, the vomit is observed to have streaks of fresh blood. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
563,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 50-year-old man with no significant past medical history presents to the emergency department with severe chest pain, fainting, and blood in his vomit after an intense episode of coughing. The patient mentions he has been suffering from a severe flu-like illness, which has caused him to cough excessively. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
564,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 44-year-old woman with a known history of bulimia nervosa presents with a sudden onset of abdominal pain and coffee-ground emesis. She reports a recent relapse into her eating disorder, with several episodes of self-induced vomiting in the past week.  What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
565,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 67-year-old man with a history of chronic alcoholism and hypertension presents to the emergency department with lightheadedness and hematemesis. He admits to a binge-drinking episode two days ago, during which he vomited multiple times. His vital signs show tachycardia and hypotension. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
566,"Mallory-Weiss Tear  1. Clinical Manifestation/Symptoms:  A Mallory-Weiss tear is a laceration in the mucous membrane at the junction of the esophagus and stomach, which can lead to upper gastrointestinal bleeding. Symptoms may include: - Vomiting up blood, which might be bright red or have a coffee-grounds appearance - Black, tarry bowel movements - Lightheadedness or fainting (syncope), in severe cases - Abdominal pain  2. Natural History:  The natural history of a Mallory-Weiss tear is usually self-limiting with spontaneous cessation of bleeding occurring in approximately 80-90% of patients. However, if the bleeding continues or is severe, medical or surgical intervention may be necessary.  3. Epidemiology:  Mallory-Weiss tears account for approximately 5-15% of all cases of upper gastrointestinal bleeding. It can occur at any age but is more common in middle-aged and older adults, particularly those with a history of chronic alcoholism.  4. Etiology:  The primary cause of a Mallory-Weiss tear is severe and prolonged vomiting. Other causes can include intense bouts of coughing, convulsions, or excessive straining during childbirth. Chronic alcoholism is a significant risk factor.  5. Pathophysiology:  The pathophysiology involves a rapid rise in intragastric pressure, as seen with vomiting, leading to a longitudinal tear at the gastroesophageal junction. The tear typically involves just the mucosa and submucosa and is usually less than 4 cm in length.  6. Differential Diagnosis:  Differential diagnosis should include other causes of upper gastrointestinal bleeding such as peptic ulcer disease, esophageal varices, gastric erosions or cancer, Dieulafoy's lesion, and aortoenteric fistula.  7. Risk factor/predisposing factor   Risk factors include anything that can cause excessive vomiting, such as alcoholism, bulimia, or chemotherapy. Other causes might include childbirth, severe coughing, or major trauma.  8. Any Previous Medical History that is related to the disease:  Individuals with a history of disorders causing chronic or intense vomiting or coughing are at a higher risk. Also, those with a history of alcoholism or hiatal hernia may have increased risk. Peptic ulcer disease or the use of nonsteroidal anti-inflammatory drugs (NSAIDs) or anticoagulants can exacerbate the bleeding associated with a Mallory-Weiss tear."," A 29-year-old woman with a history of anxiety and panic disorder arrives at the emergency room. She reports that she experienced a severe panic attack earlier in the day, which led to an episode of intense vomiting. She now complains of severe abdominal pain and notes that her vomit appears to have streaks of blood. What is the most likely diagnosis of the patient?",Mallory-Weiss Tear,59
